1,2025-03-02 09:46:04.489976,2025-03-02 09:46:04.489976,Togapi,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Togapi-EfgYLPcSx87aetGdzi3R4UssAhkmfY,7,BASIC,,UNKNOWN
2,2025-03-02 09:50:51.984796,2025-03-02 09:54:48.194541,Bulbasaur,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Bulbasaur-zQ6UBSct3EH91VmykxUGnLtuQcuvlt,9,BASIC,,UNKNOWN
3,2025-03-02 09:58:21.107032,2025-03-02 09:58:47.818746,Ivysaur,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Ivysaur-w5NME4t0wtlRzXpsFwveEAmT8GGKMb,9,STAGE_1,2,UNKNOWN
4,2025-03-02 10:03:52.893938,2025-03-02 10:03:52.893938,Venusaur,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Venusaur-BDmw4E1S3evcI2bVL5Fy8ylU40Sn5O,9,STAGE_2,3,UNKNOWN
5,2025-03-02 10:06:28.518505,2025-03-02 10:06:28.518505,Rhyhorn,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Rhyhorn-Mq1rbLP5y2B7hpJyH25y3Q4RJRy1Yr,3,BASIC,,UNKNOWN
6,2025-03-02 10:07:56.078523,2025-03-02 10:11:22.45869,Sizzlipede,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Sizzlipede-rwPPXfVQxl1yCOZhgggrr4bjUu0CPt,1,BASIC,,UNKNOWN
7,2025-03-02 10:12:01.553181,2025-03-02 11:59:08.258736,Pidgey,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Pidgey-9jjvV6igP66gN8XQabVNRdW3tLVaPb,6,BASIC,,UNKNOWN
8,2025-03-02 10:13:13.483387,2025-03-02 12:01:20.029452,Mewtwo,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Mewtwo-UBy80rEQr0POsDraJfu4r8RlcExqkO,7,BASIC,,UNKNOWN
9,2025-03-02 10:13:37.572508,2025-03-02 12:04:00.103475,Spearow,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Spearow-O4qhc26lzZ4QHOY8lyeial9TvBb0tD,6,BASIC,,UNKNOWN
10,2025-03-02 10:13:55.906243,2025-03-02 12:15:12.42028,Eevee,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Eevee-niRXVhijJucjR20IWbmoRbJD1trmBx,6,BASIC,,UNKNOWN
11,2025-03-02 10:14:25.311388,2025-03-02 12:17:03.550892,Grimer,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Grimer-UOZW7DuHmVblMTmmaiRjDuvNPEqe1M,10,BASIC,,UNKNOWN
12,2025-03-02 10:14:52.746964,2025-03-02 12:18:56.017243,Porygon,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Porygon-TAFLbaamoyCmSnDJDGzvgNvus9MmBU,6,BASIC,,UNKNOWN
13,2025-03-02 10:15:17.840657,2025-03-02 12:20:47.195259,Zapdos,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Zapdos-9sRgHwZohLKTqonjTlNhxJYtROmrOu,4,BASIC,,UNKNOWN
14,2025-03-02 10:16:24.027048,2025-03-02 10:18:08.849321,Geodude,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Geodude-urGZopYjgDF0gm34lQmnhVO0PO0fZW,3,BASIC,,UNKNOWN
15,2025-03-02 10:18:53.934234,2025-03-02 12:22:44.660943,Graveler,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Graveler-7scQlbQ9ZPFKGBVAlm3yXTbyoAI2FV,3,STAGE_1,14,UNKNOWN
16,2025-03-02 11:41:56.595821,2025-03-02 11:43:49.035271,Cubone,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Cubone-ATt4HMEDQn8ZM0wyYzGdzqytdfVt3M,3,BASIC,,UNKNOWN
17,2025-03-02 11:44:33.107207,2025-03-02 12:25:54.625859,Marowak,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Marowak-q7cnUc8DSzna03A7HwASagkwuZwFx2,3,STAGE_1,16,UNKNOWN
18,2025-03-02 11:46:00.449282,2025-03-02 12:27:43.563238,Golett,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Golett-gngc1tcvcNYDm3Fs6XLms1IGg577Kw,7,BASIC,,UNKNOWN
19,2025-03-02 11:46:46.148704,2025-03-02 11:49:05.225926,Squirtle,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Squirtle-fJzUatAm8iCK06w5UPVXbRr86NWLKF,2,BASIC,,UNKNOWN
20,2025-03-02 11:52:48.095883,2025-03-02 12:29:30.935368,Wartortle,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Wartortle-GWqQ4uBTuytCXSrYaaakjMYPQU0Fmr,2,STAGE_1,19,UNKNOWN
21,2025-03-02 11:53:34.920633,2025-03-02 12:31:36.331613,Seel,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Seel-vLxYq9V9cQLGJZAl4QhbeXyGmRWlAf,2,BASIC,,UNKNOWN
22,2025-03-02 11:54:37.319043,2025-03-02 11:56:29.141187,Jigglypuff,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Jigglypuff-JEFk38lxijvgDlLZEhW6E9Yr8MqBiY,6,BASIC,,UNKNOWN
23,2025-03-02 12:40:07.292994,2025-03-02 12:40:07.292994,Wigglytuff,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Wigglytuff-62HvrGqxkvmmiLeKMzDfN81dZrYAVK,6,STAGE_1,22,UNKNOWN
24,2025-03-02 12:42:44.667913,2025-03-02 12:42:44.667913,Pikachu,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Pikachu-MQNB1gTcT1v4A0AT7WH5seV9ip0KnS,4,BASIC,,UNKNOWN
25,2025-03-02 12:44:55.318541,2025-03-02 15:37:08.290878,Magikarp,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Magikarp-vHQgbWSZymo1RuA6Ws0YnSUR6rwohl,2,BASIC,,UNKNOWN
26,2025-03-02 15:39:27.923251,2025-03-02 15:41:28.522984,Nidoran,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Nidoran-URYE1rayNlUczPBhB8fsXIe9Of7lye,10,BASIC,,FEMALE
27,2025-03-02 15:43:51.141934,2025-03-02 15:43:51.141934,Nidorina,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Nidorina-8QZFmfYpFI94a0nbE3z13okRcB8cio,10,STAGE_1,26,UNKNOWN
28,2025-03-02 15:45:58.533397,2025-03-02 15:45:58.533397,Nidoqueen,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Nidoqueen-LsfObbsjEWRcIqNdEeVmDbIB9RXT0f,10,STAGE_2,27,UNKNOWN
29,2025-03-02 15:47:52.134507,2025-03-02 15:47:52.134507,Weedle,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Weedle-6xi78lVlShEzyAQELt6BEdZqCuHRXC,9,BASIC,,UNKNOWN
30,2025-03-02 15:50:18.322138,2025-03-02 15:50:18.322138,Tentacool,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Tentacool-fQCcVSAUUbNkxUYBNOZtJ0dzIaMD6I,2,BASIC,,UNKNOWN
31,2025-03-02 15:52:40.375737,2025-03-02 15:52:40.375737,Tentacruel,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Tentacruel-w7I7bjpaTPoltVRTaDQYgOBboTuEqI,2,STAGE_1,30,UNKNOWN
32,2025-03-02 15:55:15.451874,2025-03-02 15:55:15.451874,Jynx,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Jynx-QaawvSWXMWbRi91uRNkYUHdzYPWViW,7,BASIC,,UNKNOWN
33,2025-03-02 16:01:08.431822,2025-03-02 16:01:08.431822,Froakie,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Froakie-VwITxCQyNPP5LmfMS0YKQWfBLLllha,2,BASIC,,UNKNOWN
